date,predicted_roberta,RateDiff,prev_decision,Employ_diff_year,Rsales_diff_year,Unemp_diff_year,Employ_diff_prev,GDP_diff_year,PCE_diff_prev,Unemp_diff_prev,Hsales_diff_year,GDP_diff_prev,Taylor,next_decision
1982-10-05,-0.5,-0.5,0,-2294.0,2.0043169598760335,-2.5,-180.0,-1.010745237714152,0.4604009797695794,-0.29999999999999893,42.30769230769231,0.4561771284759324,11.061998752351892,-1
1982-11-16,0.0,-0.5,-1,-2473.0,2.0043169598760335,-2.5,-276.0,-2.5560417516138014,0.3702449486398046,-0.3000000000000007,34.831460674157306,-0.38226683578681975,10.04577908396059,0
1982-12-21,1.0,0.0,-1,-2385.0,2.0043169598760335,-2.5,-121.0,-2.5560417516138014,0.6342922692818023,-0.40000000000000036,45.0261780104712,-0.38226683578681975,10.10563833138382,0
1983-02-09,0.0,0.0,0,-1575.0,2.0043169598760335,-1.8000000000000007,219.0,-1.4431837563933998,0.3184429697590538,0.40000000000000036,58.152173913043484,0.040008787962467575,9.324122703184258,1
1983-03-29,0.0,0.125,0,-1646.0,2.0043169598760335,-1.5,-73.0,-1.4431837563933998,0.6836999711425333,0.0,53.97260273972603,0.040008787962467575,9.435454091664274,0
1983-05-24,-1.0,0.125,0,-786.0,2.0043169598760335,-0.8999999999999986,274.0,1.4314731652409434,0.12740252608456856,0.10000000000000142,88.20058997050147,1.3177904101376006,9.194629786437,1
1983-07-13,0.5,0.25,1,156.0,2.0043169598760335,-0.5,377.0,1.4314731652409434,0.14435379803591897,0.0,75.94594594594595,1.3177904101376006,8.418184026412503,0
1983-08-23,1.0,0.0,1,916.0,2.0043169598760335,0.40000000000000036,416.0,3.2684796870258483,0.4673815711883256,0.6999999999999993,61.6,2.2755202453599783,9.093560547320932,0
1983-10-04,0.5,0.0,0,2064.0,2.0043169598760335,0.9000000000000004,1118.0,3.2684796870258483,0.5160760942324658,0.3000000000000007,26.403326403326403,2.2755202453599783,9.22096012945218,0
1983-11-15,0.0,0.0,0,2613.0,2.0043169598760335,1.5999999999999996,273.0,5.736967079109199,0.4038668098818526,0.3999999999999986,31.666666666666664,1.9989546084432541,9.85734245686743,0
1983-12-20,0.0,0.0,0,3089.0,2.0043169598760335,2.3000000000000007,355.0,5.736967079109199,0.17758569044460268,0.3000000000000007,16.24548736462094,1.9989546084432541,9.1417051639473,0
1984-01-31,0.0,0.0,0,3459.0,2.0043169598760335,2.5,355.0,7.899663970222691,0.2328015206851664,0.1999999999999993,48.368522072936656,2.0861826282885443,8.929024843465445,0
